celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,week_total_score,week_rank,week_percent,week_num,is_valid,is_eliminated,judge_score_std,age_zscore,remaining_weeks,cumulative_rank,elimination_risk,weeks_participated,relative_performance,predicted_fan_vote_score,elimination_prob,judge_rank,fan_rank,combined_rank,rank_eliminated,rank_placement,judge_percent,fan_percent,combined_percent,pct_eliminated,pct_placement,methods_agree,rank_correct,pct_correct
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,week1,19.0,6.0,0.0896226415094339,1,True,1,4.173509532537552,-1.0046757289612218,10,6.0,0.6,1,-0.06534722650111,9.103351880072251,0.9089664811992776,6.0,6.0,12.0,False,6.0,0.08962264150943396,0.04092653653389745,0.1305491780433314,False,6.0,True,False,False
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,week1,15.0,10.0,0.070754716981132,1,True,1,4.173509532537552,-0.1153362178475538,10,10.0,1.0,1,-1.0237732151840553,2.2514189831705838,0.9774858101682942,10.0,11.0,21.0,True,11.0,0.07075471698113207,0.010121852091595718,0.08087656907272779,False,10.0,False,True,False
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,week1,18.0,7.0,0.0849056603773584,1,True,1,4.173509532537552,-0.471072022293021,10,7.0,0.7,1,-0.3049537236718463,2.645684031522222,0.9735431596847778,7.0,9.0,16.0,False,7.0,0.08490566037735849,0.011894375346543662,0.09680003572390215,False,7.0,True,False,False
Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,week1,12.0,11.0,0.0566037735849056,1,True,1,4.173509532537552,0.0625316843751797,10,11.0,1.1,1,-1.7425927066962643,3.044550867905771,0.9695544913209424,11.0,8.0,19.0,False,10.0,0.05660377358490566,0.013687587161979039,0.0702913607468847,True,11.0,False,False,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,week1,22.0,3.0,0.1037735849056603,1,True,1,4.173509532537552,0.5072014399320138,10,3.0,0.3,1,0.6534722650110989,11.577803645432738,0.8842219635456726,3.0,5.0,8.0,False,4.0,0.10377358490566038,0.05205109174285079,0.15582467664851118,False,5.0,True,False,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,week1,22.0,3.0,0.1037735849056603,1,True,1,4.173509532537552,-1.0046757289612218,10,3.0,0.3,1,0.6534722650110989,34.63319280340023,0.6536680719659977,3.0,3.0,6.0,False,3.0,0.10377358490566038,0.15570271799079613,0.2594763028964565,False,3.0,True,False,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,week2,24.0,3.0,0.1043478260869565,2,True,0,2.905932629027116,0.0625316843751797,9,2.0,0.3333333333333333,3,0.3441236008058426,99.32069040963442,0.0067930959036557,3.0,1.0,4.0,False,1.0,0.10434782608695652,0.11958761004497885,0.22393543613193537,False,3.0,True,True,True
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,week2,21.0,7.0,0.0913043478260869,2,True,0,2.905932629027116,1.5744088532684155,9,7.5,0.7777777777777778,2,-0.6882472016116853,75.07802311721869,0.249219768827813,7.0,7.0,14.0,False,7.0,0.09130434782608696,0.0903980964536159,0.18170244427970286,False,7.0,True,True,True
Jerry Springer,Kym Johnson,TV Personality,Unknown,England,62,3,Eliminated Week 7,5,week2,19.0,10.0,0.0826086956521739,2,True,0,2.905932629027116,2.28588046215935,9,9.5,1.1111111111111112,2,-1.3764944032233706,74.92187137694266,0.2507812862305734,10.0,8.0,18.0,True,10.0,0.08260869565217391,0.09021008111313693,0.17281877676531082,False,8.0,False,False,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,week2,29.0,1.0,0.1260869565217391,2,True,0,2.905932629027116,-0.5600059734043878,9,3.0,0.1111111111111111,2,2.064741604835056,93.6407540449787,0.063592459550213,1.0,4.0,5.0,False,3.0,0.12608695652173912,0.11274865219787499,0.23883560871961412,False,1.0,True,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,week2,21.0,7.0,0.0913043478260869,2,True,0,2.905932629027116,-0.3821380711816542,9,3.0,0.7777777777777778,3,-0.6882472016116853,88.75611014901959,0.112438898509804,7.0,6.0,13.0,False,6.0,0.09130434782608696,0.10686727051366268,0.19817161833974964,False,6.0,True,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,week2,26.0,2.0,0.1130434782608695,2,True,0,2.905932629027116,-1.0046757289612218,9,4.0,0.2222222222222222,2,1.032370802417528,97.70052356172783,0.0229947643827216,2.0,2.0,4.0,False,1.0,0.11304347826086956,0.11763683946116442,0.23068031772203398,False,2.0,True,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,week2,21.0,7.0,0.0913043478260869,2,True,0,2.905932629027116,-0.1153362178475538,9,8.5,0.7777777777777778,2,-0.6882472016116853,59.77301240431893,0.4022698759568106,7.0,9.0,16.0,False,8.0,0.09130434782608696,0.07197001620850581,0.16327436403459278,False,9.0,True,True,True
Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,week2,22.0,6.0,0.0956521739130434,2,True,1,2.905932629027116,-0.471072022293021,9,6.5,0.6666666666666666,2,-0.3441236008058426,51.71064001481337,0.4828935998518663,6.0,10.0,16.0,False,8.0,0.09565217391304348,0.06226247348626886,0.15791464739931232,True,10.0,False,False,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,week2,24.0,3.0,0.1043478260869565,2,True,0,2.905932629027116,0.5072014399320138,9,3.0,0.3333333333333333,2,0.3441236008058426,97.35572622914496,0.0264427377085503,3.0,3.0,6.0,False,4.0,0.10434782608695652,0.11722168438337138,0.2215695104703279,False,4.0,True,True,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,week2,23.0,5.0,0.1,2,True,0,2.905932629027116,-1.0046757289612218,9,4.0,0.5555555555555556,2,0.0,92.26924231070606,0.0773075768929393,5.0,5.0,10.0,False,5.0,0.1,0.11109727613742022,0.21109727613742024,False,5.0,True,True,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,week3,19.0,9.0,0.0917874396135265,3,True,0,2.7386127875258306,0.0625316843751797,8,3.75,1.125,4,-1.4605934866804429,77.6679754460376,0.2233202455396238,9.0,8.0,17.0,True,9.0,0.09178743961352658,0.10351568852740389,0.19530312814093048,False,8.0,False,False,True
Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,week3,22.0,4.0,0.1062801932367149,3,True,1,2.7386127875258306,1.5744088532684155,8,6.333333333333333,0.5,3,-0.3651483716701107,51.26290646643049,0.4873709353356951,4.0,9.0,13.0,False,7.0,0.10628019323671498,0.06832307689641447,0.17460327013312943,True,9.0,False,False,True
Jerry Springer,Kym Johnson,TV Personality,Unknown,England,62,3,Eliminated Week 7,5,week3,21.0,8.0,0.1014492753623188,3,True,0,2.7386127875258306,2.28588046215935,8,9.0,1.0,3,-0.7302967433402214,77.6726392976965,0.2232736070230349,8.0,7.0,15.0,False,8.0,0.10144927536231885,0.10352190449753687,0.20497117985985572,False,7.0,True,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,week3,22.0,4.0,0.1062801932367149,3,True,0,2.7386127875258306,-0.5600059734043878,8,3.333333333333333,0.5,3,-0.3651483716701107,84.64611948585996,0.1535388051414004,4.0,5.0,9.0,False,5.0,0.10628019323671498,0.1128161419096024,0.21909633514631738,False,5.0,True,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,week3,22.0,4.0,0.1062801932367149,3,True,0,2.7386127875258306,-0.3821380711816542,8,3.25,0.5,4,-0.3651483716701107,86.1597345490748,0.138402654509252,4.0,4.0,8.0,False,4.0,0.10628019323671498,0.11483348437970445,0.22111367761641942,False,4.0,True,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,week3,27.0,1.0,0.1304347826086956,3,True,0,2.7386127875258306,-1.0046757289612218,8,3.0,0.125,3,1.4605934866804429,94.48819174876743,0.0551180825123256,1.0,3.0,4.0,False,2.0,0.13043478260869565,0.12593363185292122,0.25636841446161684,False,2.0,True,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,week3,25.0,3.0,0.1207729468599033,3,True,0,2.7386127875258306,-0.1153362178475538,8,6.666666666666667,0.375,3,0.7302967433402214,96.5205427904426,0.034794572095574,3.0,2.0,5.0,False,3.0,0.12077294685990338,0.1286423443718224,0.2494152912317258,False,3.0,True,True,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,week3,27.0,1.0,0.1304347826086956,3,True,0,2.7386127875258306,0.5072014399320138,8,2.333333333333333,0.125,3,1.4605934866804429,98.73138514925722,0.0126861485074278,1.0,1.0,2.0,False,1.0,0.13043478260869565,0.13158894968352197,0.26202373229221765,False,1.0,True,True,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,week3,22.0,4.0,0.1062801932367149,3,True,0,2.7386127875258306,-1.0046757289612218,8,4.0,0.5,3,-0.3651483716701107,83.15199608609095,0.1684800391390904,4.0,6.0,10.0,False,6.0,0.10628019323671498,0.11082477788107235,0.21710497111778732,False,6.0,True,True,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,week4,24.0,4.0,0.1212121212121212,4,True,0,3.058944729337694,0.0625316843751797,7,3.8,0.5714285714285714,5,-0.2451825928095098,81.42953189911306,0.1857046810088693,4.0,5.0,9.0,False,5.0,0.12121212121212122,0.12707705837492486,0.24828917958704608,False,5.0,True,True,True
Jerry Springer,Kym Johnson,TV Personality,Unknown,England,62,3,Eliminated Week 7,5,week4,22.0,7.0,0.1111111111111111,4,True,0,3.058944729337694,2.28588046215935,7,8.5,1.0,4,-0.8990028403015359,71.69185755245884,0.2830814244754116,7.0,6.0,13.0,False,7.0,0.1111111111111111,0.11188066730492702,0.22299177841603812,False,6.0,True,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,week4,27.0,3.0,0.1363636363636363,4,True,0,3.058944729337694,-0.5600059734043878,7,3.25,0.4285714285714285,4,0.7355477784285294,96.59785331371876,0.0340214668628124,3.0,1.0,4.0,False,1.0,0.13636363636363635,0.15074839260587194,0.28711202896950827,False,3.0,True,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,week4,29.0,1.0,0.1464646464646464,4,True,0,3.058944729337694,-0.3821380711816542,7,2.8,0.1428571428571428,5,1.3893680259205554,91.80486363838376,0.0819513636161624,1.0,3.0,4.0,False,1.0,0.14646464646464646,0.14326856293526086,0.2897332093999073,False,1.0,True,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,week4,24.0,4.0,0.1212121212121212,4,True,0,3.058944729337694,-1.0046757289612218,7,3.25,0.5714285714285714,4,-0.2451825928095098,82.5546407363204,0.1744535926367961,4.0,4.0,8.0,False,4.0,0.12121212121212122,0.12883287740089053,0.25004499861301177,False,4.0,True,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,week4,20.0,8.0,0.101010101010101,4,True,0,3.058944729337694,-0.1153362178475538,7,7.0,1.1428571428571428,4,-1.552823087793562,63.82669029135175,0.3617330970864825,8.0,7.0,15.0,True,8.0,0.10101010101010101,0.09960646781171907,0.20061656882182008,True,8.0,True,False,False
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,week4,24.0,4.0,0.1212121212121212,4,True,1,3.058944729337694,0.5072014399320138,7,2.75,0.5714285714285714,4,-0.2451825928095098,57.90179206138581,0.4209820793861418,4.0,8.0,12.0,False,6.0,0.12121212121212122,0.09036020763220953,0.21157232884433075,False,7.0,True,False,False
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,week4,28.0,2.0,0.1414141414141414,4,True,0,3.058944729337694,-1.0046757289612218,7,3.5,0.2857142857142857,4,1.0624579021745424,94.98138286926832,0.0501861713073168,2.0,2.0,4.0,False,1.0,0.1414141414141414,0.14822576593419623,0.28963990734833767,False,2.0,True,True,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,week5,27.0,1.0,0.149171270718232,5,True,0,1.4638501094227996,0.0625316843751797,6,3.333333333333333,0.1666666666666666,6,0.7807200583588263,82.36411471821563,0.1763588528178436,1.0,2.0,3.0,False,2.0,0.14917127071823205,0.17742464159129356,0.3265959123095256,False,2.0,True,True,True
Jerry Springer,Kym Johnson,TV Personality,Unknown,England,62,3,Eliminated Week 7,5,week5,24.0,6.0,0.1325966850828729,5,True,0,1.4638501094227996,2.28588046215935,6,8.0,1.0,5,-1.2686700948330936,52.013189596296925,0.4798681040370307,6.0,6.0,12.0,False,6.0,0.13259668508287292,0.11204420218338151,0.24464088726625444,False,6.0,True,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,week5,25.0,5.0,0.1381215469613259,5,True,0,1.4638501094227996,-0.5600059734043878,6,3.6,0.8333333333333334,5,-0.5855400437691203,77.5743190412024,0.224256809587976,5.0,3.0,8.0,False,5.0,0.13812154696132597,0.16710670417161713,0.3052282511329431,False,3.0,True,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,week5,27.0,1.0,0.149171270718232,5,True,0,1.4638501094227996,-0.3821380711816542,6,2.5,0.1666666666666666,6,0.7807200583588263,88.78858820149668,0.1121141179850332,1.0,1.0,2.0,False,1.0,0.14917127071823205,0.19126391988723107,0.3404351906054631,False,1.0,True,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,week5,27.0,1.0,0.149171270718232,5,True,0,1.4638501094227996,-1.0046757289612218,6,2.8,0.1666666666666666,5,0.7807200583588263,64.59712011204076,0.3540287988795925,1.0,4.0,5.0,False,3.0,0.14917127071823205,0.13915187363962322,0.2883231443578553,False,4.0,True,True,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,week5,24.0,6.0,0.1325966850828729,5,True,1,1.4638501094227996,-0.1153362178475538,6,6.8,1.0,5,-1.2686700948330936,39.45484842185745,0.6054515157814255,6.0,7.0,13.0,True,7.0,0.13259668508287292,0.08499165400169954,0.21758833908457248,True,7.0,True,True,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,week5,27.0,1.0,0.149171270718232,5,True,1,1.4638501094227996,-1.0046757289612218,6,3.0,0.1666666666666666,5,0.7807200583588263,59.42808818450796,0.4057191181549205,1.0,5.0,6.0,False,4.0,0.14917127071823205,0.128017004525154,0.2771882752433861,False,5.0,True,False,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,week7,28.5,1.0,0.2111111111111111,7,True,0,2.318404623873926,0.0625316843751797,4,2.875,0.25,8,0.6469966392206304,92.5122058042468,0.074877941957532,1.0,2.0,3.0,False,1.0,0.2111111111111111,0.239747045688753,0.4508581567998641,False,2.0,True,True,True
Jerry Springer,Kym Johnson,TV Personality,Unknown,England,62,3,Eliminated Week 7,5,week7,23.0,5.0,0.1703703703703703,7,True,1,2.318404623873926,2.28588046215935,4,7.142857142857143,1.25,7,-1.7253243712550146,19.99744253826169,0.8000255746173831,5.0,5.0,10.0,True,5.0,0.17037037037037037,0.05182373210323727,0.22219410247360763,True,5.0,True,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,week7,28.5,1.0,0.2111111111111111,7,True,0,2.318404623873926,-0.5600059734043878,4,3.142857142857143,0.25,7,0.6469966392206304,90.6178464574158,0.093821535425842,1.0,3.0,4.0,False,2.0,0.2111111111111111,0.23483777936084146,0.4459488904719526,False,3.0,True,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,week7,28.0,3.0,0.2074074074074074,7,True,0,2.318404623873926,-0.3821380711816542,4,2.375,0.75,8,0.4313310928137536,97.8366510216558,0.0216334897834419,3.0,1.0,4.0,False,2.0,0.2074074074074074,0.25354544125945744,0.4609528486668648,False,1.0,True,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,week7,27.0,4.0,0.2,7,True,0,2.318404623873926,-1.0046757289612218,4,3.142857142857143,1.0,7,0.0,84.91008065105387,0.1508991934894612,4.0,4.0,8.0,False,4.0,0.2,0.22004600158771073,0.42004600158771077,False,4.0,True,True,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,week8,27.0,2.0,0.2477064220183486,8,True,0,0.8660254037844386,0.0625316843751797,3,2.7777777777777777,0.6666666666666666,9,-0.2886751345948129,91.21190235521482,0.0878809764478517,2.0,2.0,4.0,False,2.0,0.24770642201834864,0.2820946873666207,0.5298011093849693,False,2.0,True,True,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,week8,27.0,2.0,0.2477064220183486,8,True,0,0.8660254037844386,-0.5600059734043878,3,3.0,0.6666666666666666,8,-0.2886751345948129,83.6102769663529,0.1638972303364709,2.0,3.0,5.0,False,3.0,0.24770642201834864,0.25858483742183913,0.5062912594401878,False,3.0,True,True,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,week8,28.5,1.0,0.2614678899082568,8,True,0,0.8660254037844386,-0.3821380711816542,3,2.2222222222222223,0.3333333333333333,9,1.4433756729740643,98.71289714396424,0.0128710285603576,1.0,1.0,2.0,False,1.0,0.26146788990825687,0.30529331304192375,0.5667612029501806,False,1.0,True,True,True
Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,week8,26.5,4.0,0.2431192660550458,8,True,1,0.8660254037844386,-1.0046757289612218,3,3.25,1.3333333333333333,8,-0.8660254037844387,49.80281836221587,0.5019718163778413,4.0,4.0,8.0,True,4.0,0.24311926605504589,0.15402716216961634,0.39714642822466223,True,4.0,True,True,True
Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,week1,21.0,3.0,0.1019417475728155,1,True,0,3.37908002541843,-1.3140340138202926,10,3.0,0.3,1,0.6725875846772355,47.14093096305791,0.5285906903694209,3.0,3.0,6.0,False,3.0,0.10194174757281553,0.20206042814797706,0.3040021757207926,False,3.0,True,True,True
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,week1,13.0,11.0,0.0631067961165048,1,True,1,3.37908002541843,0.6781697495716432,10,11.0,1.1,1,-1.6949207133866326,1.0865493662594927,0.9891345063374052,11.0,11.0,22.0,True,11.0,0.06310679611650485,0.0046572824436232705,0.06776407856012813,True,11.0,True,True,True
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,week1,16.0,9.0,0.0776699029126213,1,True,1,3.37908002541843,0.5833029036958367,10,9.0,0.9,1,-0.8071051016126821,2.26781140440303,0.9773218859559696,9.0,8.0,17.0,False,8.0,0.07766990291262135,0.009720532326602506,0.08739043523922385,False,9.0,True,False,False
Heather Mills,Jonathan Roberts,Model,Unknown,England,39,4,Eliminated Week 6,7,week1,18.0,7.0,0.087378640776699,1,True,1,3.37908002541843,0.1089686743168044,10,7.0,0.7,1,-0.2152280270967151,2.310853836708038,0.9768914616329196,7.0,7.0,14.0,False,7.0,0.08737864077669903,0.00990502533771626,0.09728366611441529,False,7.0,True,False,False
Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,week1,21.0,3.0,0.1019417475728155,1,True,1,3.37908002541843,0.3935692119442238,10,3.0,0.3,1,0.6725875846772355,14.205624741259816,0.8579437525874019,3.0,4.0,7.0,False,4.0,0.10194174757281553,0.060889646400446466,0.162831393973262,False,4.0,True,False,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,week1,24.0,1.0,0.116504854368932,1,True,0,3.37908002541843,-0.7448329385654537,10,1.0,0.1,1,1.560403196451186,71.64433874038676,0.2835566125961323,1.0,2.0,3.0,False,1.0,0.11650485436893204,0.30708951784608957,0.4235943722150216,False,2.0,True,True,True
John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,week1,17.0,8.0,0.0825242718446602,1,True,1,3.37908002541843,2.0063055918329336,10,8.0,0.8,1,-0.5111665643546986,1.5091828230632598,0.9849081717693674,8.0,9.0,17.0,False,8.0,0.0825242718446602,0.006468818522500259,0.08899309036716045,False,8.0,True,False,False
